Source,File,Method,Code_Smell,Line_no,Start_line,End_line,Details
dataset,ff_ippo_store_experience.py,file_level,Long identifier,547,,,"Função '_reshape_experience' tem 19 caracteres, não excede o limite."
dataset,ff_ippo_store_experience.py,file_level,Long identifier,574,,,"Variável 'experience_to_store' tem 20 caracteres, não excede o limite (exatamente 20)."
dataset,ff_ippo_store_experience.py,file_level,Long identifier,579,,,"Variável 'flashbax_transition' tem 21 caracteres, excedendo o limite de 20."
dataset,ff_ippo_store_experience.py,file_level,Long identifier,653,,,"Variável 'abs_metric_evaluator' tem 21 caracteres, excedendo o limite de 20."
dataset,ff_ippo_store_experience.py,_get_advantages,Magic number,148,,,Magic number 16 found in '_get_advantages'. Define as UNROLL_STEPS = 16.
dataset,ff_ippo_store_experience.py,_actor_loss_fn,Magic number,176,,,Magic number 1e-8 found in '_actor_loss_fn'. Define as EPSILON_STABILITY = 1e-8.
dataset,ff_ippo_store_experience.py,learner_setup,Magic number,372,,,Magic number 1e-5 found in 'learner_setup'. Define as ADAM_EPSILON = 1e-5.
dataset,ff_ippo_store_experience.py,learner_setup,Magic number,376,,,Magic number 1e-5 found in 'learner_setup'. Define as ADAM_EPSILON = 1e-5.
dataset,ff_ippo_store_experience.py,run_experiment,Magic number,463,,,Magic number 3 found in 'run_experiment'. Define as NUM_PRNG_KEYS = 3.
dataset,ff_ippo_store_experience.py,run_experiment,Magic number,523,,,Magic number 5e5 found in 'run_experiment'. Define as BUFFER_MAX_LENGTH = 5e5.
dataset,ff_ippo_store_experience.py,file_level,Long lambda function,104,,,Lambda at line 104 has 93 characters (threshold: 80). Convert to named function.
dataset,ff_ippo_store_experience.py,file_level,Long lambda function,286,,,Lambda at line 286 has 81 characters (threshold: 80). Convert to named function.
dataset,ff_ippo_store_experience.py,file_level,Long lambda function,413,,,Lambda at line 413 has 81 characters (threshold: 80). Convert to named function.
dataset,ff_ippo_store_experience.py,file_level,Long lambda function,434,,,Lambda at line 434 has 81 characters (threshold: 80). Convert to named function.
dataset,ff_ippo_store_experience.py,file_level,Long lambda function,438,,,Lambda at line 438 has 95 characters (threshold: 80). Convert to named function.
dataset,ff_ippo_store_experience.py,file_level,Long message chain,,,,Cadeia de 3 métodos encadeados: env.action_spec().num_values[0]
dataset,ff_ippo_store_experience.py,file_level,Long message chain,,,,Cadeia de 3 métodos encadeados: env.action_spec().shape[0]
dataset,ff_ippo_store_experience.py,file_level,Long message chain,,,,Cadeia de 3 métodos encadeados: env.observation_spec().generate_value()
dataset,ff_ippo_store_experience.py,file_level,Long message chain,,,,Cadeia de 3 métodos encadeados: env.observation_spec().agents_view.shape[1]
dataset,checkpointing.py,restore_params,Long method,,149,207,Method 'restore_params' has 59 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,checkpointing.py,__init__,Long parameter list,39,,,Method '__init__' has 7 parameters (threshold: 4). Consider introducing a parameter object.
dataset,checkpointing.py,restore_params,Long parameter list,149,,,Method 'restore_params' has 5 parameters (threshold: 4). Consider introducing a parameter object.
dataset,checkpointing.py,__init__,Long statement,59,,,Line 59 has 121 characters (threshold: 120). Break into multiple lines.
dataset,checkpointing.py,__init__,Long statement,175,,,Line 175 has 121 characters (threshold: 120). Break into multiple lines.
dataset,checkpointing.py,__init__,Long statement,177,,,Line 177 has 121 characters (threshold: 120). Break into multiple lines.
dataset,checkpointing.py,restore_params,Long statement,203,,,Line 203 has 121 characters (threshold: 120). Break into multiple lines.
dataset,checkpointing.py,file_level,Long identifier,,,,Identificador 'unreplicated_learner_state' possui 27 caracteres (> 20).
dataset,checkpointing.py,file_level,Long identifier,,,,Identificador 'unreplicated_learner_state' possui 27 caracteres (> 20).
dataset,checkpointing.py,file_level,Long identifier,,,,"Identificador 'learner_state' possui 13 caracteres, mas 'unreplicated_learner_state' usado como valor possui 27 caracteres (> 20)."
dataset,checkpointing.py,file_level,Long identifier,,,,Identificador 'restored_learner_state_raw' possui 28 caracteres (> 20).
dataset,checkpointing.py,file_level,Long identifier,,,,Identificador 'restored_learner_state_raw' possui 28 caracteres (> 20).
dataset,checkpointing.py,file_level,Long identifier,,,,Identificador 'restored_learner_state_raw' possui 28 caracteres (> 20).
dataset,checkpointing.py,file_level,Long identifier,,,,Identificador 'restored_learner_state_raw' possui 28 caracteres (> 20).
dataset,checkpointing.py,file_level,Long identifier,,,,Identificador 'restored_learner_state_raw' possui 28 caracteres (> 20).
dataset,checkpointing.py,file_level,Long identifier,,,,Identificador 'metadata_json_ready' possui 21 caracteres (> 20).
dataset,checkpointing.py,file_level,Long identifier,,,,Identificador 'metadata_json_ready' possui 21 caracteres (> 20).
dataset,checkpointing.py,file_level,Long lambda function,85,,,Lambda at line 85 has 81 characters (threshold: 80). Convert to named function.
dataset,checkpointing.py,file_level,Long message chain,,,,Cadeia de 3 métodos encadeados: datetime.now().strftime()
dataset,checkpointing.py,file_level,Long message chain,,,,Cadeia de 3 métodos encadeados: self._manager.restore().latest_step()
dataset,ff_isac.py,init,Complex method,,58,208,Method 'init' has cyclomatic complexity of 8 (threshold: 7). Extract nested conditions into separate methods.
dataset,ff_isac.py,update_actor_and_alpha,Complex method,,342,384,Method 'update_actor_and_alpha' has cyclomatic complexity of 8 (threshold: 7). Extract nested conditions into separate methods.
dataset,ff_isac.py,run_experiment,Complex method,,491,602,Method 'run_experiment' has cyclomatic complexity of 10 (threshold: 7). Extract nested conditions into separate methods.
dataset,ff_isac.py,init,Long method,,58,208,Method 'init' has 151 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,ff_isac.py,make_update_fns,Long method,,211,488,Method 'make_update_fns' has 278 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,ff_isac.py,run_experiment,Long method,,491,602,Method 'run_experiment' has 112 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,ff_isac.py,file_level,Complex conditional,574,,,Condicional com 3 operadores lógicos (and): 'cfg.arch.absolute_metric and max_episode_return <= episode_return'
dataset,ff_isac.py,make_update_fns,Long parameter list,211,,,Method 'make_update_fns' has 6 parameters (threshold: 4). Consider introducing a parameter object.
dataset,ff_isac.py,step,Long parameter list,245,,,Method 'step' has 5 parameters (threshold: 4). Consider introducing a parameter object.
dataset,ff_isac.py,actor_loss_fn,Long parameter list,284,,,Method 'actor_loss_fn' has 5 parameters (threshold: 4). Consider introducing a parameter object.
dataset,ff_isac.py,file_level,Long identifier,581,,,"Identificador 'unreplicated_learner_state' possui 27 caracteres, excedendo o limite de 20 caracteres."
dataset,ff_isac.py,file_level,Long identifier,584,,,"Parâmetro 'unreplicated_learner_state' possui 27 caracteres, excedendo o limite de 20 caracteres."
dataset,ff_isac.py,file_level,Long identifier,595,,,"Identificador 'abs_metric_evaluator' possui 21 caracteres, excedendo o limite de 20 caracteres."
dataset,ff_isac.py,init,Magic number,104,,,Magic number 6 found in 'init'. Define as NUM_RANDOM_SPLITS = 6.
dataset,ff_isac.py,train,Magic number,392,,,Magic number 4 found in 'train'. Define as NUM_RANDOM_KEYS = 4.
dataset,ff_isac.py,update_step,Magic number,453,,,Magic number 3 found in 'update_step'. Define as NUM_KEY_SPLITS = 3.
dataset,ff_isac.py,replicate,Long lambda function,96,,,Lambda at line 96 has 81 characters (threshold: 80). Convert to named function.
dataset,ff_isac.py,update_actor_and_alpha,Long lambda function,403,,,Lambda at line 403 has 82 characters (threshold: 80). Convert to named function.
dataset,ff_isac.py,file_level,Long message chain,,,,Cadeia de 3 métodos encadeados: env.action_spec().generate_value()
dataset,ff_isac.py,file_level,Long message chain,,,,Cadeia de 3 métodos encadeados: env.observation_spec().generate_value()
dataset,ff_isac.py,file_level,Long message chain,,,,Cadeia de 3 métodos encadeados: env.action_spec().shape
dataset,rec_ippo.py,_update_step,Complex method,,69,407,Method '_update_step' has cyclomatic complexity of 8 (threshold: 7). Extract nested conditions into separate methods.
dataset,rec_ippo.py,learner_setup,Complex method,,442,580,Method 'learner_setup' has cyclomatic complexity of 8 (threshold: 7). Extract nested conditions into separate methods.
dataset,rec_ippo.py,run_experiment,Complex method,,583,721,Method 'run_experiment' has cyclomatic complexity of 10 (threshold: 7). Extract nested conditions into separate methods.
dataset,rec_ippo.py,_update_step,Long method,,69,407,Method '_update_step' has 339 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,rec_ippo.py,_update_minibatch,Long method,,208,337,Method '_update_minibatch' has 130 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,rec_ippo.py,_update_epoch,Long method,,205,380,Method '_update_epoch' has 176 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,rec_ippo.py,learner_setup,Long method,,442,580,Method 'learner_setup' has 139 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,rec_ippo.py,run_experiment,Long method,,583,721,Method 'run_experiment' has 139 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,rec_ippo.py,file_level,Complex conditional,,,,Condicional com 3 operadores lógicos: 'config.arch.absolute_metric and max_episode_return <= episode_return'. A expressão contém 'and' e '<=' que formam uma condição complexa.
dataset,rec_ippo.py,_actor_loss_fn,Long parameter list,214,,,Method '_actor_loss_fn' has 5 parameters (threshold: 4). Consider introducing a parameter object.
dataset,rec_ippo.py,_env_step,Long statement,132,,,Line 132 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,_env_step,Long statement,108,,,Line 108 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,_calculate_gae,Long statement,170,,,Line 170 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,learner_setup,Long statement,541,,,Line 541 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,learner_setup,Long statement,547,,,Line 547 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,learner_setup,Long statement,563,,,Line 563 has 121 characters (threshold: 120). Break into multiple lines.
dataset,rec_ippo.py,file_level,Long identifier,170,,,Identificador 'batched_last_observation' possui 25 caracteres (> 20).
dataset,rec_ippo.py,file_level,Long identifier,428,,,Identificador 'batched_update_step' possui 21 caracteres (> 20).
dataset,rec_ippo.py,file_level,Long identifier,532,,,"Identificador 'restored_hstates' possui 17 caracteres. Nota: 'restored_params' possui 15 caracteres. Ambos abaixo do threshold, mas 'restored_hstates' está próximo."
dataset,rec_ippo.py,file_level,Long identifier,689,,,Identificador 'unreplicated_learner_state' possui 27 caracteres (> 20).
dataset,rec_ippo.py,file_level,Long identifier,710,,,Identificador 'abs_metric_evaluator' possui 21 caracteres (> 20).
dataset,rec_ippo.py,_get_advantages,Magic number,199,,,Magic number 16 found in '_get_advantages'. Define as UNROLL_SIZE = 16.
dataset,rec_ippo.py,_actor_loss_fn,Magic number,231,,,Magic number 1e-8 found in '_actor_loss_fn'. Define as EPSILON_STABILITY = 1e-8.
dataset,rec_ippo.py,_critic_loss_fn,Magic number,268,,,Magic number 0.5 found in '_critic_loss_fn'. Define as VALUE_LOSS_COEFFICIENT = 0.5.
dataset,rec_ippo.py,learner_setup,Magic number,482,,,Magic number 1e-5 found in 'learner_setup'. Define as ADAM_EPSILON = 1e-5.
dataset,rec_ippo.py,learner_setup,Magic number,486,,,Magic number 1e-5 found in 'learner_setup'. Define as ADAM_EPSILON = 1e-5.
dataset,rec_ippo.py,run_experiment,Magic number,602,,,Magic number 4 found in 'run_experiment'. Define as NUM_PRNG_KEYS = 4.
dataset,rec_ippo.py,file_level,Long lambda function,108,,,Lambda at line 108 has 81 characters (threshold: 80). Convert to named function.
dataset,rec_ippo.py,file_level,Long lambda function,132,,,Lambda at line 132 has 93 characters (threshold: 80). Convert to named function.
dataset,rec_ippo.py,file_level,Long lambda function,170,,,Lambda at line 170 has 82 characters (threshold: 80). Convert to named function.
dataset,rec_ippo.py,file_level,Long lambda function,358,,,Lambda at line 358 has 81 characters (threshold: 80). Convert to named function.
dataset,rec_ippo.py,file_level,Long lambda function,492,,,Lambda at line 492 has 82 characters (threshold: 80). Convert to named function.
dataset,rec_ippo.py,file_level,Long lambda function,546,,,Lambda at line 546 has 95 characters (threshold: 80). Convert to named function.
dataset,rec_ippo.py,file_level,Long lambda function,563,,,Lambda at line 563 has 88 characters (threshold: 80). Convert to named function.
dataset,rec_ippo.py,file_level,Long message chain,,,,Cadeia de 3 métodos encadeados: (value - traj_batch.value).clip().clip()
dataset,rec_ippo.py,file_level,Long message chain,,,,Cadeia de 3 métodos encadeados: jax.random.split().jnp.stack().reshape()
dataset,ff_ippo.py,_update_step,Complex method,,61,316,Method '_update_step' has cyclomatic complexity of 8 (threshold: 7). Extract nested conditions into separate methods.
dataset,ff_ippo.py,run_experiment,Complex method,,451,570,Method 'run_experiment' has cyclomatic complexity of 8 (threshold: 7). Extract nested conditions into separate methods.
dataset,ff_ippo.py,_update_step,Long method,,61,316,Method '_update_step' has 256 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,ff_ippo.py,_update_minibatch,Long method,,156,282,Method '_update_minibatch' has 127 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,ff_ippo.py,learner_setup,Long method,,349,448,Method 'learner_setup' has 100 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,ff_ippo.py,run_experiment,Long method,,451,570,Method 'run_experiment' has 120 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,ff_ippo.py,file_level,Complex conditional,409,,,"Condicional com 3 operadores lógicos (and). A expressão combina multiplicação de n_devices, config.system.update_batch_size, config.arch.num_envs e adição de 1."
dataset,ff_ippo.py,file_level,Complex conditional,547,,,"Condicional com 2 operadores lógicos (and, <=). Verifica se absolute_metric está habilitado E se max_episode_return é menor ou igual a episode_return."
dataset,ff_ippo.py,_actor_loss_fn,Long parameter list,162,,,Method '_actor_loss_fn' has 5 parameters (threshold: 4). Consider introducing a parameter object.
dataset,ff_ippo.py,learner_setup,Long statement,415,,,Line 415 has 121 characters (threshold: 120). Break into multiple lines.
dataset,ff_ippo.py,file_level,Long identifier,483,,,"Identificador 'num_updates_per_eval' possui 21 caracteres, excedendo o limite de 20 caracteres."
dataset,ff_ippo.py,file_level,Long identifier,486,,,"Identificador 'num_updates_per_eval' possui 21 caracteres, excedendo o limite de 20 caracteres."
dataset,ff_ippo.py,file_level,Long identifier,338,,,"Identificador 'num_updates_per_eval' possui 21 caracteres, excedendo o limite de 20 caracteres."
dataset,ff_ippo.py,file_level,Long identifier,256,,,"Identificador 'actor_new_opt_state' possui 21 caracteres, excedendo o limite de 20 caracteres."
dataset,ff_ippo.py,file_level,Long identifier,262,,,"Identificador 'critic_new_opt_state' possui 22 caracteres, excedendo o limite de 20 caracteres."
dataset,ff_ippo.py,file_level,Long identifier,559,,,"Identificador 'abs_metric_evaluator' possui 21 caracteres, excedendo o limite de 20 caracteres."
dataset,ff_ippo.py,file_level,Long identifier,543,,,"Identificador 'unreplicated_learner_state' possui 27 caracteres, excedendo o limite de 20 caracteres."
dataset,ff_ippo.py,_get_advantages,Magic number,147,,,Magic number 16 found in '_get_advantages'. Define as UNROLL_STEPS = 16 to explain the unroll parameter value.
dataset,ff_ippo.py,_actor_loss_fn,Magic number,176,,,Magic number 1e-8 found in '_actor_loss_fn'. Define as EPSILON_STABILITY = 1e-8 to explain numerical stability constant.
dataset,ff_ippo.py,_actor_loss_fn,Magic number,377,,,Magic number 1e-5 found in actor optimizer. Define as ADAM_EPSILON = 1e-5 to explain the epsilon parameter for Adam optimizer.
dataset,ff_ippo.py,_critic_loss_fn,Magic number,210,,,Magic number 0.5 found in '_critic_loss_fn'. Define as VALUE_LOSS_COEFFICIENT = 0.5 to explain the scaling factor for value loss.
dataset,ff_ippo.py,learner_setup,Magic number,381,,,Magic number 1e-5 found in critic optimizer. Define as ADAM_EPSILON = 1e-5 to explain the epsilon parameter for Adam optimizer.
dataset,ff_ippo.py,run_experiment,Magic number,462,,,Magic number 4 found in 'run_experiment'. Define as NUM_PRNG_KEYS = 4 to explain the number of random keys being split.
dataset,ff_ippo.py,file_level,Long lambda function,98,,,Lambda at line 98 has 91 characters (threshold: 80). Convert to named function.
dataset,ff_ippo.py,file_level,Long lambda function,294,,,Lambda at line 294 has 81 characters (threshold: 80). Convert to named function.
dataset,ff_ippo.py,file_level,Long lambda function,414,,,Lambda at line 414 has 95 characters (threshold: 80). Convert to named function.
dataset,ff_ippo.py,file_level,Long lambda function,438,,,Lambda at line 438 has 82 characters (threshold: 80). Convert to named function.
dataset,ff_ippo.py,file_level,Long message chain,,,,Cadeia de 3 métodos encadeados: jnp.repeat().reshape()
dataset,ff_ippo.py,file_level,Long message chain,,,,Cadeia de 3 métodos encadeados: (value - traj_batch.value).clip()
dataset,ff_ippo.py,file_level,Long message chain,,,,Cadeia de 3 métodos encadeados: x.reshape().shape
dataset,ff_mappo.py,_update_step,Complex method,,56,300,Method '_update_step' has cyclomatic complexity of 8 (threshold: 7). Extract nested conditions into separate methods.
dataset,ff_mappo.py,run_experiment,Complex method,,435,553,Method 'run_experiment' has cyclomatic complexity of 8 (threshold: 7). Extract nested conditions into separate methods.
dataset,ff_mappo.py,_update_step,Long method,,56,280,Method '_update_step' has 225 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,ff_mappo.py,_update_minibatch,Long method,,144,266,Method '_update_minibatch' has 123 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,ff_mappo.py,run_experiment,Long method,,435,553,Method 'run_experiment' has 119 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,ff_mappo.py,learner_setup,Long method,,333,432,Method 'learner_setup' has 100 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,ff_mappo.py,file_level,Complex conditional,530,,,Condicional com 3 operadores lógicos (and): 'config.arch.absolute_metric and max_episode_return <= episode_return'
dataset,ff_mappo.py,_actor_loss_fn,Long parameter list,150,,,Method '_actor_loss_fn' has 5 parameters (threshold: 4). Consider introducing a parameter object.
dataset,ff_mappo.py,learner_setup,Long statement,393,,,Line 393 has 121 characters (threshold: 120). Break into multiple lines.
dataset,ff_mappo.py,learner_setup,Long statement,399,,,Line 399 has 121 characters (threshold: 120). Break into multiple lines.
dataset,ff_mappo.py,run_experiment,Long statement,508,,,Line 508 has 121 characters (threshold: 120). Break into multiple lines.
dataset,ff_mappo.py,_get_advantages,Magic number,164,,,Magic number 1e-8 found in '_get_advantages'. Define as EPSILON_STABILITY = 1e-8.
dataset,ff_mappo.py,_calculate_gae,Magic number,135,,,Magic number 16 found in '_calculate_gae'. Define as UNROLL_STEPS = 16.
dataset,ff_mappo.py,_critic_loss_fn,Magic number,198,,,Magic number 0.5 found in '_critic_loss_fn'. Define as VALUE_LOSS_COEFFICIENT = 0.5.
dataset,ff_mappo.py,learner_setup,Magic number,361,,,Magic number 1e-5 found in 'learner_setup'. Define as ADAM_EPSILON = 1e-5.
dataset,ff_mappo.py,learner_setup,Magic number,365,,,Magic number 1e-5 found in 'learner_setup'. Define as ADAM_EPSILON = 1e-5.
dataset,ff_mappo.py,run_experiment,Magic number,446,,,Magic number 4 found in 'run_experiment'. Define as NUM_PRNG_KEYS = 4.
dataset,ff_mappo.py,file_level,Long lambda function,92,,,Lambda at line 92 has 89 characters (threshold: 80). Convert to named function.
dataset,ff_mappo.py,file_level,Long lambda function,398,,,Lambda at line 398 has 95 characters (threshold: 80). Convert to named function.
dataset,ff_mappo.py,file_level,Long lambda function,422,,,Lambda at line 422 has 81 characters (threshold: 80). Convert to named function.
dataset,ff_mappo.py,file_level,Long message chain,,,,Cadeia de 3 métodos encadeados: (value - traj_batch.value).clip().clip()
dataset,ff_mappo.py,file_level,Long message chain,,,,Cadeia de 3 métodos encadeados: eval_keys.reshape().reshape()
dataset,_codespell.py,parse_options,Complex method,,375,697,Method 'parse_options' has cyclomatic complexity of 13 (threshold: 7). Extract nested conditions into separate methods.
dataset,_codespell.py,open_with_internal,Complex method,,263,288,Method 'open_with_internal' has cyclomatic complexity of 8 (threshold: 7). Extract nested conditions into separate methods.
dataset,_codespell.py,ask_for_word_fix,Complex method,,754,813,Method 'ask_for_word_fix' has cyclomatic complexity of 13 (threshold: 7). Extract nested conditions into separate methods.
dataset,_codespell.py,parse_file,Complex method,,873,1084,Method 'parse_file' has cyclomatic complexity of 40 (threshold: 7). Extract nested conditions into separate methods.
dataset,_codespell.py,main,Complex method,,1117,1351,Method 'main' has cyclomatic complexity of 35 (threshold: 7). Extract nested conditions into separate methods.
dataset,_codespell.py,parse_options,Long method,,375,697,Method 'parse_options' has 323 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,_codespell.py,parse_file,Long method,,873,1084,Method 'parse_file' has 212 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,_codespell.py,main,Long method,,1117,1351,Method 'main' has 235 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,_codespell.py,file_level,Complex conditional,991,,,"Conditional with 4 logical operators (and): 'char_before_idx >= 0 and line[char_before_idx] == ""\\"" and word.startswith((""a"", ""b"", ""f"", ""n"", ""r"", ""t"", ""v"")) and lword[1:] not in misspellings'"
dataset,_codespell.py,ask_for_word_fix,Long parameter list,754,,,Method 'ask_for_word_fix' has 5 parameters (threshold: 4). Consider introducing a parameter object.
dataset,_codespell.py,apply_uri_ignore_words,Long parameter list,852,,,Method 'apply_uri_ignore_words' has 6 parameters (threshold: 4). Consider introducing a parameter object.
dataset,_codespell.py,parse_file,Long parameter list,873,,,Method 'parse_file' has 12 parameters (threshold: 4). Consider introducing a parameter object.
dataset,_codespell.py,file_level,Long statement,111,,,Line 111 has 121 characters (threshold: 120). Break into multiple lines.
dataset,_codespell.py,file_level,Long statement,448,,,Line 448 has 121 characters (threshold: 120). Break into multiple lines.
dataset,_codespell.py,file_level,Long statement,561,,,Line 561 has 121 characters (threshold: 120). Break into multiple lines.
dataset,_codespell.py,file_level,Long statement,654,,,Line 654 has 121 characters (threshold: 120). Break into multiple lines.
dataset,_codespell.py,STD_OUTPUT_HANDLE,Magic number,46,,,Magic number -11 found in 'STD_OUTPUT_HANDLE'. Define as a named constant with explanation of its meaning.
dataset,_codespell.py,__str__,Magic number,201,,,Magic number 15 found in '__str__'. Define as a named constant explaining the formatting width.
dataset,_codespell.py,parse_options,Magic number,555,,,Magic number 34 found in 'parse_options'. Define as a named constant explaining the default quiet level bitmask.
dataset,_codespell.py,parse_options,Magic number,556,,,Magic number 64 found in 'parse_options'. Define as a named constant explaining the maximum quiet level value.
dataset,_codespell.py,parse_options,Magic number,646,,,Magic number 3 found in 'parse_options'. Define as a named constant for Python version comparison.
dataset,_codespell.py,parse_options,Magic number,646,,,Magic number 11 found in 'parse_options'. Define as a named constant for Python version comparison.
dataset,_codespell.py,is_text_file,Magic number,750,,,Magic number 1024 found in 'is_text_file'. Define as BUFFER_SIZE or similar constant.
dataset,_codespell.py,_script_main,Magic number,1108,,,Magic number 130 found in '_script_main'. Define as EXIT_CODE_KEYBOARD_INTERRUPT or similar constant.
dataset,_codespell.py,file_level,Long lambda function,337,,,Lambda at line 337 has 81 characters (threshold: 80). Convert to named function.
dataset,_codespell.py,file_level,Long lambda function,1097,,,Lambda at line 1097 has 81 characters (threshold: 80). Convert to named function.
dataset,_codespell.py,file_level,Long message chain,,,,Cadeia de 3 métodos encadeados: load().get(). Viola a Lei de Demeter.
dataset,_codespell.py,file_level,Long message chain,,,,Cadeia de 3 métodos encadeados: sub().strip(). Viola a Lei de Demeter.
dataset,test_dictionary.py,_check_aspell,Complex method,,101,124,Method '_check_aspell' has cyclomatic complexity of 8 (threshold: 7). Extract nested conditions into separate methods.
dataset,test_dictionary.py,_check_err_rep,Complex method,,137,190,Method '_check_err_rep' has cyclomatic complexity of 8 (threshold: 7). Extract nested conditions into separate methods.
dataset,test_dictionary.py,test_dictionary_looping,Complex method,,297,363,Method 'test_dictionary_looping' has cyclomatic complexity of 10 (threshold: 7). Extract nested conditions into separate methods.
dataset,test_dictionary.py,_check_err_rep,Long method,,137,191,Method '_check_err_rep' has 92 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,test_dictionary.py,test_dictionary_looping,Long method,,297,364,Method 'test_dictionary_looping' has 68 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,test_dictionary.py,_check_aspell,Long parameter list,101,,,Method '_check_aspell' has 5 parameters (threshold: 4). Consider introducing a parameter object.
dataset,test_dictionary.py,_check_err_rep,Long parameter list,137,,,Method '_check_err_rep' has 5 parameters (threshold: 4). Consider introducing a parameter object.
dataset,test_dictionary.py,test_error_checking_in_aspell,Long parameter list,263,,,Method 'test_error_checking_in_aspell' has 5 parameters (threshold: 4). Consider introducing a parameter object.
dataset,test_dictionary.py,_check_aspell,Long statement,117,,,Line 117 has 121 characters (threshold: 120). Break into multiple lines.
dataset,test_dictionary.py,_check_err_rep,Long statement,147,,,Line 147 has 121 characters (threshold: 120). Break into multiple lines.
dataset,test_dictionary.py,test_dictionary_looping,Long statement,321,,,Line 321 has 121 characters (threshold: 120). Break into multiple lines.
dataset,test_dictionary.py,aspell.Speller,Magic number,28,,,Magic number 80 found in 'aspell.Speller'. Define as ASPELL_SIZE_LIMIT = 80 or similar constant.
